blockName counter targetLR setSize isi cueUcOrLc congr competing preivewOrNot keyPressed keyStatus rt NA
prc 5 7 9 50 13 1 1 0 1 7 1 651
prc 8 1 3 400 8 1 1 0 1 1 1 486
prc 4 1 7 50 24 1 1 0 1 1 1 1576
prc 1 7 3 50 21 1 1 0 1 7 1 555
prc 9 7 7 400 14 1 1 0 1 7 1 1183
prc 11 7 9 400 20 1 1 0 1 7 1 811
prc 3 7 7 50 11 1 1 0 1 7 1 672
prc 10 1 7 400 17 1 1 0 1 1 1 495
prc 12 1 9 400 25 1 1 0 1 1 1 979
prc 2 1 3 50 9 1 1 0 1 1 1 441
prc 6 1 9 50 8 1 1 0 1 1 1 731
prc 7 7 3 400 11 1 1 0 1 7 1 399
block1 23 7 9 400 14 1 1 0 1 7 1 1154
block1 19 7 3 400 17 1 1 0 1 7 1 458
block1 13 7 3 50 9 1 1 0 1 7 1 439
block1 17 7 9 50 8 1 1 0 1 7 1 478
block1 22 1 7 400 24 1 1 0 1 1 1 658
block1 14 1 3 50 17 1 1 0 1 1 1 433
block1 21 7 7 400 21 1 1 0 1 7 1 538
block1 20 1 3 400 8 1 1 0 1 1 1 596
block1 18 1 9 50 9 1 1 0 1 1 1 586
block1 15 7 7 50 21 1 1 0 1 7 1 1067
block1 16 1 7 50 25 1 1 0 1 1 1 796
block1 24 1 9 400 17 1 1 0 1 1 1 864
block1 32 1 3 400 13 1 1 0 1 1 1 414
block1 34 1 7 400 12 1 1 0 1 1 1 544
block1 35 7 9 400 17 1 1 0 1 7 1 481
block1 28 1 7 50 9 1 1 0 1 1 1 516
block1 33 7 7 400 9 1 1 0 1 7 1 721
block1 31 7 3 400 13 1 1 0 1 7 1 539
block1 26 1 3 50 13 1 1 0 1 1 1 453
block1 30 1 9 50 20 1 1 0 1 1 1 785
block1 29 7 9 50 21 1 1 0 1 7 1 990
block1 25 7 3 50 27 1 1 0 1 7 1 377
block1 36 1 9 400 11 1 1 0 1 1 1 668
block1 27 7 7 50 27 1 1 0 1 7 1 418
block1 42 1 9 50 11 1 1 0 1 1 1 747
block1 39 7 7 50 24 1 1 0 1 7 1 579
block1 47 7 9 400 27 1 1 0 1 7 1 904
block1 44 1 3 400 24 1 1 0 1 1 1 562
block1 45 7 7 400 15 1 1 0 1 7 1 571
block1 37 7 3 50 15 1 1 0 1 7 1 371
block1 40 1 7 50 24 1 1 0 1 1 1 526
block1 38 1 3 50 25 1 1 0 1 1 1 499
block1 41 7 9 50 17 1 1 0 1 7 1 450
block1 46 1 7 400 11 1 1 0 1 1 1 883
block1 48 1 9 400 25 1 1 0 1 1 1 947
block1 43 7 3 400 9 1 1 0 1 7 1 438
block1 57 7 7 400 14 1 1 0 1 7 1 464
block1 52 1 7 50 13 1 1 0 1 1 1 548
block1 49 7 3 50 24 1 1 0 1 7 1 377
block1 53 7 9 50 8 1 1 0 1 7 1 788
block1 54 1 9 50 20 1 1 0 1 1 1 707
block1 50 1 3 50 27 1 1 0 1 1 1 377
block1 60 1 9 400 8 1 1 0 1 1 1 664
block1 51 7 7 50 13 1 1 0 1 7 1 430
block1 56 1 3 400 27 1 1 0 1 1 1 407
block1 55 7 3 400 24 1 1 0 1 7 1 373
block1 58 1 7 400 21 1 1 0 1 1 1 595
block1 59 7 9 400 24 1 1 0 1 7 1 722
block1 63 7 7 50 14 1 1 0 1 7 1 455
block1 62 1 3 50 14 1 1 0 1 1 1 598
block1 66 1 9 50 15 1 1 0 1 1 1 872
block1 71 7 9 400 13 1 1 0 1 7 1 736
block1 65 7 9 50 13 1 1 0 1 7 1 594
block1 64 1 7 50 17 1 1 0 1 1 1 1593
block1 70 1 7 400 8 1 1 0 1 1 1 834
block1 72 1 9 400 25 1 1 0 1 1 1 1726
block1 61 7 3 50 15 1 1 0 1 7 1 318
block1 67 7 3 400 25 1 1 0 1 7 1 363
block1 69 7 7 400 21 1 1 0 1 7 1 536
block1 68 1 3 400 17 1 1 0 1 1 1 442
block2 73 7 3 50 17 1 1 0 1 7 1 334
block2 75 7 7 50 8 1 1 0 1 7 1 740
block2 82 1 7 400 11 1 1 0 1 1 1 459
block2 80 1 3 400 8 1 1 0 1 1 1 639
block2 83 7 9 400 14 1 1 0 1 7 1 505
block2 78 1 9 50 14 1 1 0 1 1 1 925
block2 76 1 7 50 14 1 1 0 1 1 1 515
block2 77 7 9 50 25 1 1 0 1 7 1 819
block2 81 7 7 400 25 1 1 0 1 7 1 409
block2 74 1 3 50 21 1 1 0 1 1 1 409
block2 84 1 9 400 20 1 1 0 1 1 1 497
block2 79 7 3 400 11 1 1 0 1 7 1 340
block2 94 1 7 400 24 1 1 0 1 1 1 623
block2 92 1 3 400 8 1 1 0 1 1 1 385
block2 90 1 9 50 15 1 1 0 1 1 1 1931
block2 87 7 7 50 17 1 1 0 1 7 1 473
block2 86 1 3 50 15 1 1 0 1 1 1 416
block2 89 7 9 50 27 1 1 0 1 7 1 456
block2 95 7 9 400 11 1 1 0 1 7 1 480
block2 85 7 3 50 14 1 1 0 1 7 1 434
block2 91 7 3 400 15 1 1 0 1 7 1 388
block2 96 1 9 400 13 1 1 0 1 1 1 1051
block2 93 7 7 400 15 1 1 0 1 7 1 440
block2 88 1 7 50 25 1 1 0 1 1 1 785
block2 107 7 9 400 14 1 1 0 1 7 1 370
block2 103 7 3 400 15 1 1 0 1 7 1 307
block2 105 7 7 400 8 1 1 0 1 7 1 409
block2 106 1 7 400 15 1 1 0 1 1 1 412
block2 98 1 3 50 21 1 1 0 1 1 1 397
block2 97 7 3 50 12 1 1 0 1 7 1 337
block2 101 7 9 50 15 1 1 0 1 7 1 742
block2 108 1 9 400 27 1 1 0 1 1 1 642
block2 102 1 9 50 9 1 1 0 1 1 1 433
block2 99 7 7 50 12 1 1 0 1 7 1 386
block2 104 1 3 400 25 1 1 0 1 1 1 374
block2 100 1 7 50 8 1 1 0 1 1 1 643
block2 113 7 9 50 13 1 1 0 1 7 1 753
block2 120 1 9 400 15 1 1 0 1 7 2 1413
block2 119 7 9 400 24 1 1 0 1 7 1 807
block2 118 1 7 400 17 1 1 0 1 1 1 380
block2 109 7 3 50 27 1 1 0 1 7 1 350
block2 115 7 3 400 17 1 1 0 1 7 1 373
block2 111 7 7 50 13 1 1 0 1 7 1 475
block2 110 1 3 50 21 1 1 0 1 1 1 152
block2 114 1 9 50 17 1 1 0 1 7 2 481
block2 116 1 3 400 14 1 1 0 1 1 1 510
block2 117 7 7 400 21 1 1 0 1 7 1 763
block2 112 1 7 50 9 1 1 0 1 1 1 620
block2 131 7 9 400 14 1 1 0 1 7 1 589
block2 132 1 9 400 11 1 1 0 1 1 1 468
block2 126 1 9 50 8 1 1 0 1 1 1 747
block2 124 1 7 50 25 1 1 0 1 1 1 795
block2 125 7 9 50 27 1 1 0 1 7 1 622
block2 128 1 3 400 25 1 1 0 1 1 1 489
block2 130 1 7 400 20 1 1 0 1 1 1 697
block2 127 7 3 400 14 1 1 0 1 7 1 415
block2 123 7 7 50 12 1 1 0 1 7 1 749
block2 121 7 3 50 11 1 1 0 1 7 1 455
block2 129 7 7 400 20 1 1 0 1 7 1 433
block2 122 1 3 50 13 1 1 0 1 1 1 442
block3 137 7 9 50 13 1 1 0 1 7 1 769
block3 144 1 9 400 25 1 1 0 1 1 1 761
block3 133 7 3 50 27 1 1 0 1 7 1 403
block3 136 1 7 50 25 1 1 0 1 1 1 972
block3 139 7 3 400 14 1 1 0 1 7 1 344
block3 134 1 3 50 27 1 1 0 1 1 1 436
block3 138 1 9 50 14 1 1 0 1 1 1 895
block3 141 7 7 400 21 1 1 0 1 7 1 447
block3 143 7 9 400 21 1 1 0 1 7 1 695
block3 140 1 3 400 14 1 1 0 1 1 1 436
block3 142 1 7 400 11 1 1 0 1 1 1 548
block3 135 7 7 50 8 1 1 0 1 7 1 398
block3 152 1 3 400 11 1 1 0 1 1 1 436
block3 147 7 7 50 15 1 1 0 1 7 1 585
block3 154 1 7 400 8 1 1 0 1 1 1 947
block3 146 1 3 50 25 1 1 0 1 1 1 394
block3 151 7 3 400 17 1 1 0 1 7 1 389
block3 145 7 3 50 8 1 1 0 1 7 1 330
block3 150 1 9 50 25 1 1 0 1 1 1 510
block3 155 7 9 400 9 1 1 0 1 7 1 429
block3 148 1 7 50 24 1 1 0 1 1 1 763
block3 153 7 7 400 14 1 1 0 1 7 1 312
block3 149 7 9 50 8 1 1 0 1 7 1 738
block3 156 1 9 400 27 1 1 0 1 1 1 384
block3 163 7 3 400 25 1 1 0 1 7 1 284
block3 159 7 7 50 15 1 1 0 1 7 1 573
block3 157 7 3 50 24 1 1 0 1 7 1 396
block3 158 1 3 50 25 1 1 0 1 1 1 418
block3 164 1 3 400 13 1 1 0 1 1 1 486
block3 167 7 9 400 12 1 1 0 1 7 1 351
block3 162 1 9 50 24 1 1 0 1 7 2 1083
block3 160 1 7 50 21 1 1 0 1 1 1 495
block3 161 7 9 50 17 1 1 0 1 7 1 428
block3 165 7 7 400 12 1 1 0 1 7 1 506
block3 166 1 7 400 13 1 1 0 1 1 1 800
block3 168 1 9 400 27 1 1 0 1 1 1 634
block3 178 1 7 400 13 1 1 0 1 1 1 498
block3 169 7 3 50 21 1 1 0 1 7 1 447
block3 180 1 9 400 14 1 1 0 1 1 1 541
block3 177 7 7 400 24 1 1 0 1 7 1 472
block3 179 7 9 400 14 1 1 0 1 7 1 604
block3 174 1 9 50 24 1 1 0 1 1 1 1318
block3 172 1 7 50 24 1 1 0 1 1 1 662
block3 171 7 7 50 15 1 1 0 1 7 1 439
block3 173 7 9 50 27 1 1 0 1 7 1 489
block3 176 1 3 400 14 1 1 0 1 1 1 433
block3 175 7 3 400 12 1 1 0 1 7 1 434
block3 170 1 3 50 15 1 1 0 1 1 1 381
block3 186 1 9 50 11 1 1 0 1 1 1 763
block3 184 1 7 50 20 1 1 0 1 1 1 570
