blockName counter targetLR setSize isi cueUcOrLc congr competing preivewOrNot keyPressed keyStatus rt NA
prc 10 1 7 400 15 1 1 0 1 1 1 902
prc 6 1 9 50 15 1 1 0 1 1 1 648
prc 1 7 3 50 15 1 1 0 1 7 1 454
prc 11 7 9 400 15 1 1 0 1 7 1 760
prc 4 1 7 50 15 1 1 0 1 1 1 658
prc 9 7 7 400 15 1 1 0 1 7 1 533
prc 2 1 3 50 15 1 1 0 1 1 1 451
prc 3 7 7 50 15 1 1 0 1 7 1 701
prc 7 7 3 400 15 1 1 0 1 7 1 590
prc 12 1 9 400 15 1 1 0 1 1 1 777
prc 5 7 9 50 15 1 1 0 1 7 1 874
prc 8 1 3 400 15 1 1 0 1 1 1 493
block1 17 7 9 50 15 1 1 0 1 7 1 1659
block1 24 1 9 400 15 1 1 0 1 1 1 1181
block1 22 1 7 400 15 1 1 0 1 1 1 1429
block1 18 1 9 50 15 1 1 0 1 1 1 1009
block1 20 1 3 400 15 1 1 0 1 1 1 409
block1 13 7 3 50 15 1 1 0 1 7 1 345
block1 21 7 7 400 15 1 1 0 1 7 1 1783
block1 19 7 3 400 15 1 1 0 1 7 1 838
block1 14 1 3 50 15 1 1 0 1 1 1 474
block1 15 7 7 50 15 1 1 0 1 7 1 911
block1 23 7 9 400 15 1 1 0 1 7 1 1575
block1 16 1 7 50 15 1 1 0 1 1 1 548
block1 32 1 3 400 15 1 1 0 1 1 1 482
block1 26 1 3 50 15 1 1 0 1 1 1 430
block1 28 1 7 50 15 1 1 0 1 1 1 887
block1 34 1 7 400 15 1 1 0 1 1 1 725
block1 27 7 7 50 15 1 1 0 1 7 1 859
block1 33 7 7 400 15 1 1 0 1 7 1 854
block1 36 1 9 400 15 1 1 0 1 1 1 1057
block1 29 7 9 50 15 1 1 0 1 7 1 1211
block1 35 7 9 400 15 1 1 0 1 7 1 1710
block1 25 7 3 50 15 1 1 0 1 7 1 599
block1 31 7 3 400 15 1 1 0 1 7 1 403
block1 30 1 9 50 15 1 1 0 1 1 1 704
block1 44 1 3 400 15 1 1 0 1 1 1 380
block1 43 7 3 400 15 1 1 0 1 7 1 616
block1 41 7 9 50 15 1 1 0 1 7 1 931
block1 39 7 7 50 15 1 1 0 1 7 1 858
block1 42 1 9 50 15 1 1 0 1 1 1 546
block1 45 7 7 400 15 1 1 0 1 7 1 723
block1 37 7 3 50 15 1 1 0 1 7 1 710
block1 46 1 7 400 15 1 1 0 1 1 1 1007
block1 38 1 3 50 15 1 1 0 1 1 1 453
block1 40 1 7 50 15 1 1 0 1 1 1 706
block1 48 1 9 400 15 1 1 0 1 1 1 596
block1 47 7 9 400 15 1 1 0 1 7 1 1057
block1 57 7 7 400 15 1 1 0 1 7 1 582
block1 53 7 9 50 15 1 1 0 1 7 1 666
block1 51 7 7 50 15 1 1 0 1 7 1 1150
block1 56 1 3 400 15 1 1 0 1 1 1 672
block1 50 1 3 50 15 1 1 0 1 1 1 657
block1 60 1 9 400 15 1 1 0 1 1 1 1365
block1 54 1 9 50 15 1 1 0 1 1 1 1172
block1 49 7 3 50 15 1 1 0 1 7 1 514
block1 55 7 3 400 15 1 1 0 1 7 1 973
block1 59 7 9 400 15 1 1 0 1 7 1 1084
block1 52 1 7 50 15 1 1 0 1 1 1 509
block1 58 1 7 400 15 1 1 0 1 1 1 579
block1 70 1 7 400 15 1 1 0 1 1 1 1044
block1 66 1 9 50 15 1 1 0 1 1 1 1394
block1 63 7 7 50 15 1 1 0 1 7 1 858
block1 69 7 7 400 15 1 1 0 1 7 1 1148
block1 61 7 3 50 15 1 1 0 1 7 1 516
block1 67 7 3 400 15 1 1 0 1 7 1 413
block1 71 7 9 400 15 1 1 0 1 7 1 699
block1 64 1 7 50 15 1 1 0 1 1 1 2043
block1 72 1 9 400 15 1 1 0 1 1 1 823
block1 68 1 3 400 15 1 1 0 1 1 1 508
block1 62 1 3 50 15 1 1 0 1 1 1 455
block1 65 7 9 50 15 1 1 0 1 7 1 678
block2 74 1 3 50 15 1 1 0 1 1 1 404
block2 78 1 9 50 15 1 1 0 1 1 1 571
block2 76 1 7 50 15 1 1 0 1 1 1 861
block2 82 1 7 400 15 1 1 0 1 1 1 610
block2 81 7 7 400 15 1 1 0 1 7 1 540
block2 73 7 3 50 15 1 1 0 1 7 1 402
block2 77 7 9 50 15 1 1 0 1 7 1 956
block2 84 1 9 400 15 1 1 0 1 1 1 1012
block2 80 1 3 400 15 1 1 0 1 1 1 422
block2 83 7 9 400 15 1 1 0 1 7 1 481
block2 79 7 3 400 15 1 1 0 1 7 1 635
block2 75 7 7 50 15 1 1 0 1 7 1 879
block2 94 1 7 400 15 1 1 0 1 1 1 628
block2 85 7 3 50 15 1 1 0 1 7 1 432
block2 96 1 9 400 15 1 1 0 1 1 1 890
block2 95 7 9 400 15 1 1 0 1 7 1 887
block2 89 7 9 50 15 1 1 0 1 7 1 995
block2 93 7 7 400 15 1 1 0 1 7 1 775
block2 87 7 7 50 15 1 1 0 1 7 1 488
block2 88 1 7 50 15 1 1 0 1 1 1 726
block2 91 7 3 400 15 1 1 0 1 7 1 552
block2 90 1 9 50 15 1 1 0 1 1 1 954
block2 92 1 3 400 15 1 1 0 1 1 1 545
block2 86 1 3 50 15 1 1 0 1 1 1 632
block2 98 1 3 50 15 1 1 0 1 1 1 546
block2 102 1 9 50 15 1 1 0 1 1 1 1107
block2 108 1 9 400 15 1 1 0 1 1 1 619
block2 103 7 3 400 15 1 1 0 1 7 1 584
block2 97 7 3 50 15 1 1 0 1 7 1 518
block2 105 7 7 400 15 1 1 0 1 7 1 540
block2 104 1 3 400 15 1 1 0 1 1 1 429
block2 101 7 9 50 15 1 1 0 1 7 1 848
block2 99 7 7 50 15 1 1 0 1 7 1 483
block2 100 1 7 50 15 1 1 0 1 1 1 576
block2 106 1 7 400 15 1 1 0 1 1 1 915
block2 107 7 9 400 15 1 1 0 1 7 1 636
block2 120 1 9 400 15 1 1 0 1 1 1 704
block2 110 1 3 50 15 1 1 0 1 1 1 404
block2 112 1 7 50 15 1 1 0 1 1 1 696
block2 113 7 9 50 15 1 1 0 1 7 1 1126
block2 118 1 7 400 15 1 1 0 1 1 1 603
block2 115 7 3 400 15 1 1 0 1 7 1 908
block2 117 7 7 400 15 1 1 0 1 7 1 721
block2 114 1 9 50 15 1 1 0 1 1 1 741
block2 119 7 9 400 15 1 1 0 1 7 1 855
block2 116 1 3 400 15 1 1 0 1 1 1 603
block2 109 7 3 50 15 1 1 0 1 7 1 675
block2 111 7 7 50 15 1 1 0 1 7 1 932
block2 132 1 9 400 15 1 1 0 1 1 1 1182
block2 122 1 3 50 15 1 1 0 1 1 1 605
block2 127 7 3 400 15 1 1 0 1 7 1 593
block2 126 1 9 50 15 1 1 0 1 1 1 964
block2 128 1 3 400 15 1 1 0 1 1 1 714
block2 130 1 7 400 15 1 1 0 1 1 1 597
block2 124 1 7 50 15 1 1 0 1 1 1 726
block2 123 7 7 50 15 1 1 0 1 7 1 839
block2 125 7 9 50 15 1 1 0 1 7 1 1464
block2 121 7 3 50 15 1 1 0 1 7 1 437
block2 129 7 7 400 15 1 1 0 1 7 1 1273
block2 131 7 9 400 15 1 1 0 1 7 1 718
block3 143 7 9 400 15 1 1 0 1 7 1 1189
block3 138 1 9 50 15 1 1 0 1 1 1 763
block3 140 1 3 400 15 1 1 0 1 1 1 1005
block3 139 7 3 400 15 1 1 0 1 7 1 524
block3 135 7 7 50 15 1 1 0 1 7 1 726
block3 142 1 7 400 15 1 1 0 1 1 1 667
block3 136 1 7 50 15 1 1 0 1 1 1 641
block3 134 1 3 50 15 1 1 0 1 1 1 405
block3 137 7 9 50 15 1 1 0 1 7 1 591
block3 141 7 7 400 15 1 1 0 1 7 1 475
block3 144 1 9 400 15 1 1 0 1 1 1 514
block3 133 7 3 50 15 1 1 0 1 7 1 444
block3 153 7 7 400 15 1 1 0 1 7 1 646
block3 152 1 3 400 15 1 1 0 1 1 1 513
block3 145 7 3 50 15 1 1 0 1 7 1 414
block3 147 7 7 50 15 1 1 0 1 7 1 733
block3 150 1 9 50 15 1 1 0 1 1 1 634
block3 146 1 3 50 15 1 1 0 1 1 1 482
block3 148 1 7 50 15 1 1 0 1 1 1 901
block3 154 1 7 400 15 1 1 0 1 1 1 892
block3 149 7 9 50 15 1 1 0 1 7 1 1111
block3 151 7 3 400 15 1 1 0 1 7 1 437
block3 156 1 9 400 15 1 1 0 1 1 1 935
block3 155 7 9 400 15 1 1 0 1 7 1 699
block3 161 7 9 50 15 1 1 0 1 7 1 1178
block3 163 7 3 400 15 1 1 0 1 7 1 471
block3 164 1 3 400 15 1 1 0 1 1 1 835
block3 157 7 3 50 15 1 1 0 1 7 1 704
block3 159 7 7 50 15 1 1 0 1 7 1 910
block3 166 1 7 400 15 1 1 0 1 1 1 1164
block3 168 1 9 400 15 1 1 0 1 1 1 710
block3 162 1 9 50 15 1 1 0 1 1 1 1613
block3 158 1 3 50 15 1 1 0 1 1 1 732
block3 160 1 7 50 15 1 1 0 1 1 1 1053
block3 165 7 7 400 15 1 1 0 1 7 1 653
block3 167 7 9 400 15 1 1 0 1 7 1 805
block3 180 1 9 400 15 1 1 0 1 1 1 873
block3 174 1 9 50 15 1 1 0 1 1 1 1049
block3 171 7 7 50 15 1 1 0 1 7 1 1121
block3 175 7 3 400 15 1 1 0 1 7 1 391
block3 170 1 3 50 15 1 1 0 1 1 1 485
block3 178 1 7 400 15 1 1 0 1 1 1 803
