prc 1 7 3 50 13 1 1 0 1 7 1 709 
prc 6 1 9 50 24 1 1 0 1 1 1 1101 
prc 3 7 7 50 11 1 1 0 1 7 1 633 
prc 4 1 7 50 14 1 1 0 1 1 1 666 
prc 8 1 3 400 9 1 1 0 1 1 1 560 
prc 7 7 3 400 12 1 1 0 1 7 1 508 
prc 2 1 3 50 15 1 1 0 1 1 1 511 
prc 9 7 7 400 17 1 1 0 1 7 1 539 
prc 10 1 7 400 20 1 1 0 1 1 1 622 
prc 11 7 9 400 21 1 1 0 1 7 1 687 
prc 12 1 9 400 21 1 1 0 1 1 1 678 
prc 5 7 9 50 17 1 1 0 1 7 1 575 
block1 20 1 3 400 15 1 1 0 1 1 1 436 
block1 13 7 3 50 24 1 1 0 1 7 1 434 
block1 14 1 3 50 9 1 1 0 1 1 1 445 
block1 21 7 7 400 13 1 1 0 1 1 2 1193 
block1 16 1 7 50 20 1 1 0 1 1 1 470 
block1 23 7 9 400 9 1 1 0 1 7 1 600 
block1 18 1 9 50 17 1 1 0 1 1 1 458 
block1 15 7 7 50 11 1 1 0 1 7 1 501 
block1 19 7 3 400 13 1 1 0 1 7 1 605 
block1 22 1 7 400 9 1 1 0 1 1 1 529 
block1 24 1 9 400 8 1 1 0 1 1 1 731 
block1 17 7 9 50 15 1 1 0 1 7 1 483 
block1 34 1 7 400 24 1 1 0 1 1 1 861 
block1 36 1 9 400 21 1 1 0 1 1 1 1393 
block1 28 1 7 50 11 1 1 0 1 1 1 424 
block1 33 7 7 400 8 1 1 0 1 7 1 394 
block1 35 7 9 400 14 1 1 0 1 7 1 517 
block1 27 7 7 50 27 1 1 0 1 7 1 459 
block1 31 7 3 400 20 1 1 0 1 7 1 391 
block1 30 1 9 50 25 1 1 0 1 1 1 658 
block1 25 7 3 50 8 1 1 0 1 7 1 636 
block1 32 1 3 400 12 1 1 0 1 1 1 364 
block1 29 7 9 50 17 1 1 0 1 7 1 776 
block1 26 1 3 50 12 1 1 0 1 1 1 385 
block1 47 7 9 400 8 1 1 0 1 7 1 700 
block1 43 7 3 400 20 1 1 0 1 7 1 457 
block1 48 1 9 400 20 1 1 0 1 1 1 691 
block1 39 7 7 50 24 1 1 0 1 7 1 474 
block1 40 1 7 50 9 1 1 0 1 1 1 606 
block1 38 1 3 50 20 1 1 0 1 1 1 390 
block1 45 7 7 400 13 1 1 0 1 7 1 493 
block1 46 1 7 400 25 1 1 0 1 1 1 603 
block1 42 1 9 50 14 1 1 0 1 1 1 674 
block1 44 1 3 400 14 1 1 0 1 1 1 393 
block1 41 7 9 50 9 1 1 0 1 7 1 926 
block1 37 7 3 50 15 1 1 0 1 7 1 449 
block1 53 7 9 50 21 1 1 0 1 7 1 354 
block1 54 1 9 50 11 1 1 0 1 1 1 586 
block1 57 7 7 400 12 1 1 0 1 7 1 438 
block1 55 7 3 400 20 1 1 0 1 7 1 394 
block1 52 1 7 50 12 1 1 0 1 1 1 398 
block1 60 1 9 400 8 1 1 0 1 1 1 741 
block1 59 7 9 400 8 1 1 0 1 7 1 527 
block1 51 7 7 50 8 1 1 0 1 1 2 415 
block1 50 1 3 50 25 1 1 0 1 1 1 446 
block1 58 1 7 400 12 1 1 0 1 1 1 561 
block1 56 1 3 400 25 1 1 0 1 1 1 367 
block1 49 7 3 50 8 1 1 0 1 7 1 421 
block1 70 1 7 400 24 1 1 0 1 1 1 539 
block1 68 1 3 400 12 1 1 0 1 1 1 372 
block1 67 7 3 400 17 1 1 0 1 1 2 364 
block1 69 7 7 400 9 1 1 0 1 7 1 574 
block1 71 7 9 400 9 1 1 0 1 7 1 636 
block1 61 7 3 50 21 1 1 0 1 7 1 375 
