prc 5 7 9 50 15 1 1 0 1 7 1 851 
prc 3 7 7 50 15 1 1 0 1 7 1 549 
prc 11 7 9 400 15 1 1 0 1 7 1 1124 
prc 4 1 7 50 15 1 1 0 1 1 1 919 
prc 1 7 3 50 15 1 1 0 1 7 1 415 
prc 9 7 7 400 15 1 1 0 1 7 1 611 
prc 10 1 7 400 15 1 1 0 1 1 1 729 
prc 2 1 3 50 15 1 1 0 1 1 1 518 
prc 12 1 9 400 15 1 1 0 1 1 1 973 
prc 7 7 3 400 15 1 1 0 1 7 1 458 
prc 8 1 3 400 15 1 1 0 1 1 1 547 
prc 6 1 9 50 15 1 1 0 1 1 1 927 
block1 16 1 7 50 15 1 1 0 1 1 1 939 
block1 20 1 3 400 15 1 1 0 1 1 1 497 
block1 19 7 3 400 15 1 1 0 1 7 1 538 
block1 24 1 9 400 15 1 1 0 1 1 1 1171 
block1 18 1 9 50 15 1 1 0 1 1 1 871 
block1 15 7 7 50 15 1 1 0 1 7 1 1006 
block1 14 1 3 50 15 1 1 0 1 1 1 603 
block1 17 7 9 50 15 1 1 0 1 7 1 559 
block1 13 7 3 50 15 1 1 0 1 7 1 618 
block1 23 7 9 400 15 1 1 0 1 7 1 419 
block1 21 7 7 400 15 1 1 0 1 7 1 391 
block1 22 1 7 400 15 1 1 0 1 1 1 437 
block1 34 1 7 400 15 1 1 0 1 1 1 664 
block1 27 7 7 50 15 1 1 0 1 7 1 506 
block1 26 1 3 50 15 1 1 0 1 1 1 661 
block1 30 1 9 50 15 1 1 0 1 1 1 962 
block1 28 1 7 50 15 1 1 0 1 1 1 673 
block1 35 7 9 400 15 1 1 0 1 7 1 505 
block1 32 1 3 400 15 1 1 0 1 1 1 453 
block1 36 1 9 400 15 1 1 0 1 1 1 822 
block1 31 7 3 400 15 1 1 0 1 7 1 534 
block1 33 7 7 400 15 1 1 0 1 7 1 584 
block1 29 7 9 50 15 1 1 0 1 7 1 554 
block1 25 7 3 50 15 1 1 0 1 7 1 449 
block1 45 7 7 400 15 1 1 0 1 7 1 665 
block1 40 1 7 50 15 1 1 0 1 1 1 447 
block1 46 1 7 400 15 1 1 0 1 1 1 658 
block1 42 1 9 50 15 1 1 0 1 1 1 800 
block1 39 7 7 50 15 1 1 0 1 7 1 884 
block1 44 1 3 400 15 1 1 0 1 1 1 491 
block1 38 1 3 50 15 1 1 0 1 1 1 423 
block1 41 7 9 50 15 1 1 0 1 7 1 1274 
block1 37 7 3 50 15 1 1 0 1 7 1 679 
block1 48 1 9 400 15 1 1 0 1 1 1 886 
block1 47 7 9 400 15 1 1 0 1 7 1 640 
block1 43 7 3 400 15 1 1 0 1 7 1 541 
block1 55 7 3 400 15 1 1 0 1 7 1 432 
block1 60 1 9 400 15 1 1 0 1 1 1 1181 
block1 56 1 3 400 15 1 1 0 1 1 1 545 
block1 58 1 7 400 15 1 1 0 1 1 1 815 
block1 49 7 3 50 15 1 1 0 1 7 1 796 
block1 51 7 7 50 15 1 1 0 1 7 1 652 
block1 50 1 3 50 15 1 1 0 1 1 1 745 
block1 59 7 9 400 15 1 1 0 1 7 1 1068 
block1 52 1 7 50 15 1 1 0 1 1 1 558 
block1 53 7 9 50 15 1 1 0 1 7 1 715 
block1 57 7 7 400 15 1 1 0 1 7 1 779 
block1 54 1 9 50 15 1 1 0 1 1 1 764 
block1 66 1 9 50 15 1 1 0 1 1 1 657 
block1 67 7 3 400 15 1 1 0 1 7 1 628 
block1 64 1 7 50 15 1 1 0 1 1 1 519 
block1 72 1 9 400 15 1 1 0 1 1 1 563 
block1 61 7 3 50 15 1 1 0 1 7 1 354 
block1 69 7 7 400 15 1 1 0 1 7 1 593 
block1 65 7 9 50 15 1 1 0 1 7 1 671 
block1 70 1 7 400 15 1 1 0 1 1 1 505 
block1 63 7 7 50 15 1 1 0 1 7 1 533 
block1 62 1 3 50 15 1 1 0 1 1 1 559 
block1 68 1 3 400 15 1 1 0 1 1 1 446 
block1 71 7 9 400 15 1 1 0 1 7 1 723 
block1 79 7 3 400 15 1 1 0 1 7 1 343 
block1 83 7 9 400 15 1 1 0 1 7 1 710 
block1 77 7 9 50 15 1 1 0 1 7 1 465 
block1 74 1 3 50 15 1 1 0 1 1 1 415 
block1 73 7 3 50 15 1 1 0 1 7 1 336 
block1 75 7 7 50 15 1 1 0 1 7 1 406 
block1 81 7 7 400 15 1 1 0 1 7 1 389 
block1 80 1 3 400 15 1 1 0 1 1 1 673 
block1 84 1 9 400 15 1 1 0 1 1 1 1127 
block1 76 1 7 50 15 1 1 0 1 1 1 1058 
block1 82 1 7 400 15 1 1 0 1 1 1 535 
block1 78 1 9 50 15 1 1 0 1 1 1 1140 
block1 91 7 3 400 15 1 1 0 1 7 1 592 
block1 90 1 9 50 15 1 1 0 1 1 1 1292 
block1 85 7 3 50 15 1 1 0 1 7 1 494 
block1 86 1 3 50 15 1 1 0 1 1 1 763 
block1 89 7 9 50 15 1 1 0 1 7 1 1398 
block1 87 7 7 50 15 1 1 0 1 7 1 537 
block1 88 1 7 50 15 1 1 0 1 1 1 452 
block1 94 1 7 400 15 1 1 0 1 1 1 611 
block1 96 1 9 400 15 1 1 0 1 1 1 690 
block1 92 1 3 400 15 1 1 0 1 1 1 533 
block1 95 7 9 400 15 1 1 0 1 7 1 1638 
block1 93 7 7 400 15 1 1 0 1 7 1 566 
block1 105 7 7 400 15 1 1 0 1 7 1 678 
block1 101 7 9 50 15 1 1 0 1 7 1 1248 
block1 103 7 3 400 15 1 1 0 1 7 1 498 
block1 104 1 3 400 15 1 1 0 1 1 1 477 
block1 100 1 7 50 15 1 1 0 1 1 1 581 
block1 99 7 7 50 15 1 1 0 1 7 1 578 
block1 106 1 7 400 15 1 1 0 1 1 1 750 
block1 108 1 9 400 15 1 1 0 1 1 1 1243 
block1 97 7 3 50 15 1 1 0 1 7 1 589 
block1 98 1 3 50 15 1 1 0 1 1 1 395 
block1 102 1 9 50 15 1 1 0 1 1 1 606 
block1 107 7 9 400 15 1 1 0 1 7 1 455 
block1 117 7 7 400 15 1 1 0 1 7 1 956 
block1 113 7 9 50 15 1 1 0 1 7 1 750 
block1 110 1 3 50 15 1 1 0 1 1 1 425 
block1 112 1 7 50 15 1 1 0 1 1 1 603 
block1 114 1 9 50 15 1 1 0 1 1 1 739 
block1 118 1 7 400 15 1 1 0 1 1 1 1185 
block1 119 7 9 400 15 1 1 0 1 7 1 1132 
block1 115 7 3 400 15 1 1 0 1 7 1 425 
block1 120 1 9 400 15 1 1 0 1 1 1 982 
block1 116 1 3 400 15 1 1 0 1 1 1 574 
block1 111 7 7 50 15 1 1 0 1 7 1 563 
block1 109 7 3 50 15 1 1 0 1 7 1 471 
block1 122 1 3 50 15 1 1 0 1 1 1 617 
block1 129 7 7 400 15 1 1 0 1 7 1 394 
block1 126 1 9 50 15 1 1 0 1 1 1 1284 
block1 132 1 9 400 15 1 1 0 1 1 1 481 
block1 127 7 3 400 15 1 1 0 1 7 1 613 
block1 123 7 7 50 15 1 1 0 1 7 1 456 
block1 125 7 9 50 15 1 1 0 1 7 1 584 
block1 128 1 3 400 15 1 1 0 1 1 1 490 
block1 131 7 9 400 15 1 1 0 1 7 1 714 
block1 130 1 7 400 15 1 1 0 1 1 1 624 
block1 121 7 3 50 15 1 1 0 1 7 1 498 
block1 124 1 7 50 15 1 1 0 1 1 1 678 
block2 144 1 9 400 15 1 1 0 1 1 1 1087 
block2 141 7 7 400 15 1 1 0 1 7 1 1317 
block2 134 1 3 50 15 1 1 0 1 1 1 633 
