blockName counter targetLR setSize isi cueUcOrLc congr competing preivewOrNot keyPressed keyStatus rt NA
prc 1 7 3 50 9 1 1 0 1 7 1 567
prc 12 1 9 400 17 1 1 0 1 1 1 667
prc 5 7 9 50 24 1 1 0 1 7 1 737
prc 2 1 3 50 21 1 1 0 1 1 1 373
prc 8 1 3 400 12 1 1 0 1 1 1 342
prc 6 1 9 50 9 1 1 0 1 1 1 570
prc 4 1 7 50 24 1 1 0 1 1 1 480
prc 10 1 7 400 9 1 1 0 1 1 1 377
prc 3 7 7 50 13 1 1 0 1 7 1 523
prc 9 7 7 400 15 1 1 0 1 7 1 453
prc 11 7 9 400 9 1 1 0 1 7 1 433
prc 7 7 3 400 20 1 1 0 1 7 1 378
block1 17 7 9 50 13 1 1 0 1 7 1 653
block1 21 7 7 400 27 1 1 0 1 7 1 481
block1 13 7 3 50 27 1 1 0 1 7 1 286
block1 23 7 9 400 17 1 1 0 1 7 1 399
block1 16 1 7 50 25 1 1 0 1 1 1 344
block1 24 1 9 400 27 1 1 0 1 1 1 300
block1 22 1 7 400 15 1 1 0 1 1 1 391
block1 19 7 3 400 11 1 1 0 1 7 1 291
block1 14 1 3 50 13 1 1 0 1 1 1 313
block1 20 1 3 400 25 1 1 0 1 1 1 391
block1 18 1 9 50 14 1 1 0 1 7 2 340
block1 15 7 7 50 24 1 1 0 1 7 1 458
block1 29 7 9 50 8 1 1 0 1 7 1 537
block1 34 1 7 400 14 1 1 0 1 1 1 369
block1 28 1 7 50 15 1 1 0 1 1 1 390
block1 27 7 7 50 17 1 1 0 1 7 1 476
block1 25 7 3 50 14 1 1 0 1 7 1 394
block1 35 7 9 400 12 1 1 0 1 7 1 658
block1 33 7 7 400 9 1 1 0 1 7 1 486
block1 36 1 9 400 9 1 1 0 1 1 1 525
block1 32 1 3 400 15 1 1 0 1 1 1 401
block1 31 7 3 400 9 1 1 0 1 7 1 383
block1 26 1 3 50 20 1 1 0 1 1 1 376
block1 30 1 9 50 11 1 1 0 1 1 1 579
block1 45 7 7 400 8 1 1 0 1 7 1 393
block1 46 1 7 400 25 1 1 0 1 1 1 579
block1 44 1 3 400 27 1 1 0 1 1 1 376
block1 39 7 7 50 12 1 1 0 1 7 1 429
block1 42 1 9 50 17 1 1 0 1 1 1 511
block1 38 1 3 50 21 1 1 0 1 1 1 358
block1 48 1 9 400 14 1 1 0 1 1 1 593
block1 41 7 9 50 9 1 1 0 1 7 1 688
block1 47 7 9 400 20 1 1 0 1 7 1 358
block1 40 1 7 50 12 1 1 0 1 1 1 393
block1 43 7 3 400 25 1 1 0 1 7 1 505
block1 37 7 3 50 15 1 1 0 1 7 1 380
block1 50 1 3 50 14 1 1 0 1 1 1 312
block1 55 7 3 400 8 1 1 0 1 7 1 352
block1 56 1 3 400 27 1 1 0 1 1 1 351
block1 49 7 3 50 14 1 1 0 1 7 1 362
block1 58 1 7 400 24 1 1 0 1 1 1 420
